Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Pore-Scale Study to Analyze the Impacts of Porous Media Heterogeneity on Mineral Dissolution and Acid Transport Using Darcy–Brinkmann–Stokes Method,Transport in Porous Media,,,,10.1007/s11242-021-01577-3,Jiahui YouKyung Jae Lee,2021,https://link.springer.com/article/10.1007/s11242-021-01577-3,Article
Correction to: Identifying Efficient Transport Pathways in Early‑Wood Timber: Insights from 3D X‑ray CT Imaging of Softwood in the Presence of Flow,Transport in Porous Media,,,,10.1007/s11242-021-01569-3,H. C. BurridgeR. PiniS. M. K. ShahT. P. S. ReynoldsG. WuD. U. ShahO. A. SchermanM. H. RamageP. F. Linden,2021,https://link.springer.com/article/10.1007/s11242-021-01569-3,Article
Sensitivity and Uncertainty Analysis for Parameterization of Multiphase Flow Models,Transport in Porous Media,,,,10.1007/s11242-021-01576-4,Steffen BergEvren UnsalHarm Dijk,2021,https://link.springer.com/article/10.1007/s11242-021-01576-4,Article
Experimental Investigation of Gas Dynamic Effects Using Nanoporous Synthetic Materials as Tight Rock Analogues,Transport in Porous Media,,,,10.1007/s11242-021-01572-8,Steffen NolteReinhard FinkBernhard M. KroossAlexandra Amann-HildenbrandYue WangMoran WangJoyce SchmatzJop KlaverRalf Littke,2021,https://link.springer.com/article/10.1007/s11242-021-01572-8,Article
Perturbation Solution for One-Dimensional Flow to a Constant-Pressure Boundary in a Stress-Sensitive Reservoir,Transport in Porous Media,,,,10.1007/s11242-021-01570-w,Amarjot Singh BhullarGospel Ezekiel StewartRobert W. Zimmerman,2021,https://link.springer.com/article/10.1007/s11242-021-01570-w,Article
Characterizing Reactive Transport Behavior in a Three-Dimensional Discrete Fracture Network,Transport in Porous Media,,,,10.1007/s11242-021-01568-4,Thomas ShermanGuillem Sole-MariJeffrey HymanMatthew R. SweeneyDaniel VassalloDiogo Bolster,2021,https://link.springer.com/article/10.1007/s11242-021-01568-4,Article
Influence of Considering the Sorption Effect in the Betti-Maxwell Reciprocal Theorem on Gas Transport Capacity in Unconventional Reservoirs,Transport in Porous Media,,,,10.1007/s11242-021-01565-7,Qin YingHongbin ZhangJing ZhaoWenbo WuBin GuXi-Qiao Feng,2021,https://link.springer.com/article/10.1007/s11242-021-01565-7,Article
Significance of Mass–Concentration Relation on the Contaminant Source Depletion in the Nonaqueous Phase Liquid (NAPL) Contaminated Zone,Transport in Porous Media,,,,10.1007/s11242-021-01567-5,Yanyan ChengJianting Zhu,2021,https://link.springer.com/article/10.1007/s11242-021-01567-5,Article
Stochastic Estimation of the Slip Factor in Apparent Permeability Model of Gas Transport in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01575-5,Mohamed F. El-AminMohamed A. El-Beltagy,2021,https://link.springer.com/article/10.1007/s11242-021-01575-5,Article
Characteristics of Seepage and Diffusion in Gas Drainage and Its Application for Enhancing the gas utilization rate,Transport in Porous Media,,,,10.1007/s11242-021-01573-7,Minghao YiLiang WangQingquan LiuCongmeng HaoZhenyang WangPeng Chu,2021,https://link.springer.com/article/10.1007/s11242-021-01573-7,Article
Acknowledgement of Reviewers for 2020,Transport in Porous Media,,,,10.1007/s11242-021-01552-y,Martin J. Blunt,2021,https://link.springer.com/article/10.1007/s11242-021-01552-y,Article
Chemical Reaction Effect on Convection in Bidispersive Porous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01566-6,Alaa Jabbar BaddayAkil J. Harfash,2021,https://link.springer.com/article/10.1007/s11242-021-01566-6,Article
Experimental Study on the Effect of Gas Adsorption on the Effective Stress of Coal Under Triaxial Stress,Transport in Porous Media,,,,10.1007/s11242-021-01564-8,Zhaoxing LvPeng LiuYangsheng Zhao,2021,https://link.springer.com/article/10.1007/s11242-021-01564-8,Article
"Effect of X-ray <span class=""mathjax-tex"">\(\mu\)</span>CT Resolution on the Computation of Permeability and Dispersion Coefficient for Granular Soils",Transport in Porous Media,,,,10.1007/s11242-021-01557-7,Miriam Patricia Ortega-RamírezLaurent Oxarango,2021,https://link.springer.com/article/10.1007/s11242-021-01557-7,Article
Variable Permeability Effects on Natural Convection in a Vertical Porous Layer with Uniform Heat Flux from the Side,Transport in Porous Media,,,,10.1007/s11242-021-01553-x,D. DameneZ. AllouiI. AllouiP. Vasseur,2021,https://link.springer.com/article/10.1007/s11242-021-01553-x,Article
Investigation of Crystal Growth in Enzymatically Induced Calcite Precipitation by Micro-Fluidic Experimental Methods and Comparison with Mathematical Modeling,Transport in Porous Media,,,,10.1007/s11242-021-01560-y,Lars von WolffFelix WeinhardtHolger ClassJohannes HommelChristian Rohde,2021,https://link.springer.com/article/10.1007/s11242-021-01560-y,Article
A Simple Scaling Approach to the Spontaneous Clearing Time of Water Block,Transport in Porous Media,,,,10.1007/s11242-020-01529-3,Xiao LuoQuoc NguyenDavid DiCarlo,2021,https://link.springer.com/article/10.1007/s11242-020-01529-3,Article
An Explanation to the Nusselt–Rayleigh Discrepancy in Naturally Convected Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01556-8,Po-Wei HuangFlorian Wellmann,2021,https://link.springer.com/article/10.1007/s11242-021-01556-8,Article
Comparing and Contrasting Travelling Wave Behaviour for Groundwater Flow and Foam Drainage,Transport in Porous Media,,,,10.1007/s11242-021-01562-w,Y. A. Boakye-AnsahP. Grassia,2021,https://link.springer.com/article/10.1007/s11242-021-01562-w,Article
Speeding-up Simulation of Multiphase Flow in Digital Images of Heterogeneous Porous Media by Curvelet Transformation,Transport in Porous Media,,,,10.1007/s11242-021-01559-5,Abdullah AljasmiMuhammad Sahimi,2021,https://link.springer.com/article/10.1007/s11242-021-01559-5,Article
Pore-Scale Simulation of Fluid Flow Through Deformable Porous Media Using Immersed Boundary Coupled Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-021-01558-6,Xinzhu MouZhenqian Chen,2021,https://link.springer.com/article/10.1007/s11242-021-01558-6,Article
The Effect of varying correlation lengths on Anomalous Transport,Transport in Porous Media,,,,10.1007/s11242-021-01563-9,Yaniv Edery,2021,https://link.springer.com/article/10.1007/s11242-021-01563-9,Article
Modeling Monophasic Flow of Polymer Solutions in Porous Media: Assessing Relative Impact of Intrinsic Fluid Properties and Pore Microstructure,Transport in Porous Media,,,,10.1007/s11242-021-01561-x,Vincent Le MaoutGiuseppe SciumeHenri Bertin,2021,https://link.springer.com/article/10.1007/s11242-021-01561-x,Article
A Thermodynamically Consistent Phase Field Model for Gas Transport in Saturated Bentonite Accounting for Initial Stress State,Transport in Porous Media,,,,10.1007/s11242-021-01555-9,Guanlong GuoMamadou Fall,2021,https://link.springer.com/article/10.1007/s11242-021-01555-9,Article
A Critical Review of Current Imaging Techniques to Investigate Water Transfers in Wood and Biosourced Materials,Transport in Porous Media,,,,10.1007/s11242-020-01538-2,Dang Mao NguyenGiana AlmeidaThi Mai Loan NguyenJing ZhangPin LuJulien ColinPatrick Perré,2021,https://link.springer.com/article/10.1007/s11242-020-01538-2,Article
Correction to: Pore Network Modeling of the Effects of Viscosity Ratio and Pressure Gradient on Steady-State Incompressible Two-Phase Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01494-x,Magnus Aa. GjennestadMathias WinklerAlex Hansen,2021,https://link.springer.com/article/10.1007/s11242-020-01494-x,Article
Lattice Boltzmann Modeling of the Apparent Viscosity of Thinning–Elastic Fluids in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01544-y,Chiyu XieMatthew T. Balhoff,2021,https://link.springer.com/article/10.1007/s11242-021-01544-y,Article
Pore Space and Fluid Phase Characterization in Round and Angular Partially Saturated Sands Using Radiation-Based Tomography and Persistent Homology,Transport in Porous Media,,,,10.1007/s11242-021-01554-w,Mohmad Mohsin ThakurFelix KimDayakar PenumaduAnna Herring,2021,https://link.springer.com/article/10.1007/s11242-021-01554-w,Article
"Methods for Laser-Induced Fluorescence Imaging of Solute Plumes at the Darcy Scale in Quasi-Two-Dimensional, Refractive Index-Matched Porous Media",Transport in Porous Media,,,,10.1007/s11242-021-01545-x,Eric J. RothDavid C. MaysRoseanna M. NeupauerLauren J. SatherJohn P. Crimaldi,2021,https://link.springer.com/article/10.1007/s11242-021-01545-x,Article
Influence of Boundary Layer on Oil Migration into Tight Reservoirs,Transport in Porous Media,,,,10.1007/s11242-021-01548-8,Xiao FengJianhui ZengHongbin ZhanYongchao ZhangJuncheng QiaoSen Feng,2021,https://link.springer.com/article/10.1007/s11242-021-01548-8,Article
The Effect of Flow Swing on Waterflood Under Oil-Wet Conditions: A Pore-Level Study,Transport in Porous Media,,,,10.1007/s11242-021-01549-7,Hossein KhorshidianSaied AfshariHadi BagherzadehSeyed Hossein Hejazi,2021,https://link.springer.com/article/10.1007/s11242-021-01549-7,Article
Semi-analytical Approach to Modeling Forchheimer Flow in Porous Media at Meso- and Macroscales,Transport in Porous Media,,,,10.1007/s11242-020-01528-4,A. B. ZolotukhinA. T. Gayubov,2021,https://link.springer.com/article/10.1007/s11242-020-01528-4,Article
Foam-Assisted Water–Gas Flow Parameters: From Core-Flood Experiment to Uncertainty Quantification and Sensitivity Analysis,Transport in Porous Media,,,,10.1007/s11242-021-01550-0,Andrés R. ValdezBernardo M. RochaJuliana Maria da Fonseca FaçanhaAlexandre Vilela Oliveira de SouzaAurora Pérez-GramatgesGrigori ChapiroRodrigo Weber dos Santos,2021,https://link.springer.com/article/10.1007/s11242-021-01550-0,Article
Boundary Effects on the Tortuosity and Permeability of Idealized Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01530-w,Ricardo L. M. BazarinFernando C. De LaiChristian NaaktgeborenSilvio L. M. Junqueira,2021,https://link.springer.com/article/10.1007/s11242-020-01530-w,Article
Electrokinetic Mechanisms and Synergistic Effect on Ion-Tuned Wettability in Oil-Brine-Rock Systems,Transport in Porous Media,,,,10.1007/s11242-021-01551-z,Fanli LiuMoran Wang,2021,https://link.springer.com/article/10.1007/s11242-021-01551-z,Article
Modeling of Suffusion Considering the Influence of Soil Gradation,Transport in Porous Media,,,,10.1007/s11242-020-01534-6,Jinfeng BiXianqi LuoHui Shen,2021,https://link.springer.com/article/10.1007/s11242-020-01534-6,Article
Estimating Fluid Saturations from Capillary Pressure and Relative Permeability Simulations Using Digital Rock,Transport in Porous Media,,,,10.1007/s11242-021-01543-z,Nishank SaxenaFaruk O. AlpakAmie HowsJustin FreemanRonny HofmannMatthias Appel,2021,https://link.springer.com/article/10.1007/s11242-021-01543-z,Article
Experimental Observation of Two Distinct Finger Regimes During Miscible Displacement in Fracture,Transport in Porous Media,,,,10.1007/s11242-021-01547-9,Xu-Sheng ChenRan HuWei GuoYi-Feng Chen,2021,https://link.springer.com/article/10.1007/s11242-021-01547-9,Article
Experimental Investigation of CS<sub>2</sub> Extraction to Enhance the Permeability of Coal,Transport in Porous Media,,,,10.1007/s11242-021-01546-w,Zhen ZhangGaofeng LiuYunxing CaoJia LinYi JinBaoan XianRunsheng LvZhou Zhang,2021,https://link.springer.com/article/10.1007/s11242-021-01546-w,Article
Onset of Convection in Two-Dimensional Porous Cavities with Open and Conducting Boundaries,Transport in Porous Media,,,,10.1007/s11242-020-01536-4,Peder A. TyvandJonas Kristiansen Nøland,2021,https://link.springer.com/article/10.1007/s11242-020-01536-4,Article
Inhomogeneous Distribution of Polytetrafluorethylene in Gas Diffusion Layers of Polymer Electrolyte Fuel Cells,Transport in Porous Media,,,,10.1007/s11242-021-01542-0,Dieter FroningUwe ReimerWerner Lehnert,2021,https://link.springer.com/article/10.1007/s11242-021-01542-0,Article
Chemical Compositions in Salinity Waterflooding of Carbonate Reservoirs: Theory,Transport in Porous Media,,,,10.1007/s11242-020-01517-7,M. P. YutkinC. J. RadkeT. W. Patzek,2021,https://link.springer.com/article/10.1007/s11242-020-01517-7,Article
Effects of Cilia Movement on Fluid Velocity: I Model of Fluid Flow due to a Moving Solid in a Porous Media Framework,Transport in Porous Media,,,,10.1007/s11242-020-01539-1,Kanognudge WuttanachamsriLynn Schreyer,2021,https://link.springer.com/article/10.1007/s11242-020-01539-1,Article
Empirical Flow Rate/Pressure Drop Relationships for Capillaries of Triangular and Rectangular Cross-Sections to be Used in Yield Stress Fluid Porosimetry,Transport in Porous Media,,,,10.1007/s11242-020-01531-9,Terence Emery MackayaAzita Ahmadi-SenichaultAbdelaziz OmariAntonio Rodríguez de Castro,2021,https://link.springer.com/article/10.1007/s11242-020-01531-9,Article
Numerical Investigation of Thermally Developing Non-Darcy Forced Convection in a Porous Circular Duct with Asymmetric Entrance Temperature Under LTNE Condition,Transport in Porous Media,,,,10.1007/s11242-020-01533-7,Feilong YuePeichao LiChangying Zhao,2021,https://link.springer.com/article/10.1007/s11242-020-01533-7,Article
Liquid Transport Through Nanoscale Porous Media with Strong Wettability,Transport in Porous Media,,,,10.1007/s11242-020-01519-5,Jie ZhangHongqing SongWeiyao ZhuJiulong Wang,2021,https://link.springer.com/article/10.1007/s11242-020-01519-5,Article
A Fractional Decline Model Accounting for Complete Sequence of Regimes for Production from Fractured Unconventional Reservoirs,Transport in Porous Media,,,,10.1007/s11242-020-01516-8,Shuai LiuPeter P. Valkó,2021,https://link.springer.com/article/10.1007/s11242-020-01516-8,Article
On Boundedness and Growth of Unsteady Solutions Under the Double Porosity/Permeability Model,Transport in Porous Media,,,,10.1007/s11242-020-01520-y,K. B. Nakshatrala,2021,https://link.springer.com/article/10.1007/s11242-020-01520-y,Article
Higher-Order Homogenized Boundary Conditions for Flows Over Rough and Porous Surfaces,Transport in Porous Media,,,,10.1007/s11242-020-01495-w,Y. SudhakarUgis LācisSimon PascheShervin Bagheri,2021,https://link.springer.com/article/10.1007/s11242-020-01495-w,Article
High-Throughput Screening of Metal-Organic Frameworks for the Impure Hydrogen Storage Supplying to a Fuel Cell Vehicle,Transport in Porous Media,,,,10.1007/s11242-020-01527-5,H. WangY. YinB. LiJ. Q. BaiM. Wang,2021,https://link.springer.com/article/10.1007/s11242-020-01527-5,Article
The Effect of Morphological and Topological Characteristics on Effective Diffusivity and Permeability of Dual-Structural-Scale Synthetic Porous Medium,Transport in Porous Media,,,,10.1007/s11242-020-01535-5,Fateme ShamsiSaeid Norouzi-ApourvariSaeed Jafari,2021,https://link.springer.com/article/10.1007/s11242-020-01535-5,Article
Stochastic Effects of 2D Random Arrays of Cylinders on Rarefied Gas Permeability Using the Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-020-01532-8,Michel HoSébastien LeclaireMarcelo ReggioJean-Yves Trépanier,2021,https://link.springer.com/article/10.1007/s11242-020-01532-8,Article
Rock Porous Structure Characterization: A Critical Assessment of Various State-of-the-Art Techniques,Transport in Porous Media,,,,10.1007/s11242-020-01518-6,Mehdi RazavifarAliya MukhametdinovaEhsan NikooeeAlexander BurukhinAmin RezaeiAlexey CheremisinMasoud Riazi,2021,https://link.springer.com/article/10.1007/s11242-020-01518-6,Article
Analytical and Numerical Study on Thermally Developing Forced Convective Flow in a Channel Filled with a Highly Porous Medium Under Local Thermal Non-Equilibrium,Transport in Porous Media,,,,10.1007/s11242-020-01524-8,Yuan YiXiaohui BaiFujio KuwaharaAkira Nakayama,2021,https://link.springer.com/article/10.1007/s11242-020-01524-8,Article
Darcy–Carreau Model and Nonlinear Natural Convection for Pseudoplastic and Dilatant Fluids in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01523-9,Pedro Vayssière BrandãoMohamed Najib Ouarzazi,2021,https://link.springer.com/article/10.1007/s11242-020-01523-9,Article
Optimal Wetting Angles in Lattice Boltzmann Simulations of Viscous Fingering,Transport in Porous Media,,,,10.1007/s11242-020-01541-7,Peter MoraGabriele MorraDave A. YuenRuben Juanes,2021,https://link.springer.com/article/10.1007/s11242-020-01541-7,Article
